#METABOLOMICS WORKBENCH STUDY_ID:ST000042 ANALYSIS_ID:AN000064
VERSION             	1
CREATED_ON          	2016-09-17
#PROJECT
PR:PROJECT_TITLE                 	BALF Studies
PR:PROJECT_TYPE                  	MS study
PR:PROJECT_SUMMARY               	Studies of BALF as a biofluid for metabolomics
PR:INSTITUTE                     	University of Michigan
PR:DEPARTMENT                    	UMich College of Pharmacy
PR:LABORATORY                    	Stringer Lab
PR:LAST_NAME                     	Stringer
PR:FIRST_NAME                    	Kathleen
PR:ADDRESS                       	Ann Arbor, MI
PR:EMAIL                         	stringek@umich.edu
PR:PHONE                         	734-647-4775
#STUDY
ST:STUDY_TITLE                   	BALF Control vs ALI by RPLC-MS
ST:STUDY_TYPE                    	MS
ST:STUDY_SUMMARY                 	BALF comparison of healthy controls vs patients with Acute Lung Injury.
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@umich.edu
ST:PHONE                         	-
ST:NUM_GROUPS                    	2
ST:TOTAL_SUBJECTS                	23
#SUBJECT
SU:SUBJECT_TYPE                  	HUMAN
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
SU:SPECIES_GROUP                 	Human
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	-	S00010313	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010314	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010315	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010316	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010317	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010318	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010322	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010323	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010324	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010325	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010326	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010327	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010328	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010329	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010330	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010331	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010332	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010333	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010334	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010335	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010319	Condition:Healthy	
SUBJECT_SAMPLE_FACTORS           	-	S00010320	Condition:Healthy	
SUBJECT_SAMPLE_FACTORS           	-	S00010321	Condition:Healthy	
#COLLECTION
CO:COLLECTION_SUMMARY            	-
CO:SAMPLE_TYPE                   	Bronchoalveolar Lavage Fluid
#TREATMENT
TR:TREATMENT_SUMMARY             	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY            	-
SP:SAMPLEPREP_PROTOCOL_FILENAME  	EX00184-Sample_preparation_protocol.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	-
CH:INSTRUMENT_NAME               	-
CH:COLUMN_NAME                   	Waters Acquity HSS T3:Waters Acquity HSS T3
CH:METHODS_ID                    	AQM003:AQM004
CH:METHODS_FILENAME              	Column1_lowinj_jetstream_grad9.m.zip
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:LABORATORY_NAME               	MRC2 (University of Michigan)
AN:ANALYSIS_PROTOCOL_FILE        	Metabolomic_analysis_of_lung_lavage_fluid RP-LC-MS.docx
AN:ACQUISITION_PARAMETERS_FILE   	Column1_solv1_lowinj_jetstream_pos_grad9.m.zip
AN:PROCESSING_PARAMETERS_FILE    	LCPosDataProcessing.m
#MS
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	Q-TOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	POSITIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS	Counts
MS_METABOLITE_DATA_START
Samples	S00010313	S00010314	S00010315	S00010316	S00010318	S00010322	S00010323	S00010324	S00010325	S00010326	S00010327	S00010328	S00010329	S00010330	S00010331	S00010332	S00010333	S00010334	S00010335	S00010319	S00010321
SORBIC ACID	33479.0000	30569.0000	21343.0000	20508.0000	33521.0000	68547.0000	29539.0000			35842.0000	24419.0000		32972.0000	44338.0000	52893.0000	93746.0000	29196.0000	36990.0000		70620.0000	
SPERMIDINE	26564.0000	44451.0000	26868.0000	26833.0000	21119.0000	24629.0000	31666.0000	25652.0000	36158.0000	43306.0000	50068.0000	16339.0000	18790.0000	41145.0000	28453.0000	26972.0000	43229.0000	39032.0000	39046.0000	33785.0000	38338.0000
SPERMINE	43802.0000	64027.0000	32719.0000	108714.0000		31806.0000	51231.0000	38357.0000	15216.0000	32825.0000	21022.0000		44030.0000	16103.0000		57602.0000		60762.0000	32270.0000	31210.0000	34120.0000
SPHINGANINE																		17705.0000			
SPHINGOMYELIN						64685.0000	79176.0000		173168.0000									152162.0000	37723.0000		
STEAROYLGLYCEROPHOSPHOCHOLINE (*)			120356.0000	26190.0000	16549.0000	46021.0000	131273.0000	27544.0000	52945.0000				113310.0000		84781.0000	138661.0000		337133.0000		98414.0000	90263.0000
STEAROYL SPHINGOMYELIN (*)						64600.0000	79184.0000		172826.0000									152240.0000	37701.0000		
SUBERIC ACID	97001.0000	84685.0000	155323.0000	32001.0000	55509.0000	29721.0000	7204.0000	103949.0000	229192.0000	250549.0000	239697.0000	136044.0000	248307.0000	220610.0000	201876.0000	87070.0000	121131.0000	61719.0000	80539.0000	108192.0000	55381.0000
SUBERIC ACID_1										45668.0000			19044.0000			24741.0000					
TAURINE				23510.0000			16838.0000								26981.0000	31123.0000		189094.0000			
TAURINE_1																		121275.0000			
THEOPHYLLINE				12459.0000																	
THREONINE (*)																16790.0000		116377.0000			
THYMIDINE																		52451.0000			
THYMINE																		81514.0000			
TIGLYL CARNITINE (*)							53098.0000											189806.0000			
TRANS-CYCLOHEXANE-1_2-DIOL	188014.0000	201163.0000	255878.0000		185355.0000	116527.0000		107096.0000	439170.0000	418498.0000		109512.0000	197957.0000	296923.0000	184081.0000	166564.0000	225540.0000	165976.0000	417200.0000	233481.0000	
TRIGONELLINE	262703.0000	193833.0000			754785.0000		230873.0000			197367.0000	262947.0000				475410.0000	447465.0000	263575.0000	485862.0000			
TRYPTOPHAN						30444.0000												107884.0000			
TRYPTOPHAN_1	361329.0000	211272.0000	119519.0000	131466.0000	111452.0000	184742.0000	186390.0000	119924.0000		204881.0000	182807.0000	74149.0000	104575.0000	267641.0000	136621.0000	215245.0000	155169.0000	2193298.0000	518599.0000	36907.0000	44467.0000
TRYPTOPHANAMIDE														57968.0000							
TRYPTOPHAN BETAINE (*)							50977.0000			12015.0000											
TRYPTOPHAN BETAINE (*)_1							31526.0000			117054.0000								334016.0000			
TRYPTOPHAN BETAINE (*)_2									39637.0000	242865.0000	26815.0000										
TRYPTOPHAN BETAINE (*)_3																		98055.0000			
TYROSINE	636133.0000	625508.0000	253493.0000	380605.0000	176529.0000	528950.0000	809105.0000	352665.0000	663397.0000	522288.0000	558304.0000	179771.0000	230905.0000	716571.0000	285269.0000	490578.0000	541100.0000	8025904.0000	1160173.0000	150863.0000	130469.0000
TYROSINE (*)	49790.0000	41923.0000	22481.0000	27621.0000	23377.0000	34872.0000	56271.0000	32892.0000	39981.0000	34101.0000	32147.0000			43751.0000		39332.0000	30144.0000	427033.0000	70877.0000		
URATE	186051.0000	393314.0000	223082.0000	39312.0000		1033175.0000	685235.0000	84673.0000	216954.0000	441591.0000	343774.0000	51453.0000	43284.0000	280576.0000	77077.0000	68439.0000	222085.0000	1262779.0000	144444.0000	20333.0000	
URATE (*)		79597.0000	50588.0000			232950.0000	161799.0000	14374.0000	52795.0000	91380.0000	65625.0000							279832.0000	33277.0000		
UREA	472793.0000	1125110.0000	380908.0000	51397.0000	84354.0000	683747.0000	1061959.0000	114290.0000	107189.0000	1074061.0000	526843.0000	42195.0000	80164.0000	703452.0000	58749.0000	156693.0000	510057.0000	1173928.0000	75645.0000	84133.0000	60870.0000
UREA_1	162199.0000	299561.0000	77602.0000	15983.0000	161974.0000	104193.0000	148247.0000	28910.0000	34291.0000	229195.0000	90903.0000	20907.0000	36206.0000	94794.0000	84586.0000	130527.0000	176335.0000	241953.0000	25342.0000		
URIDINE	82859.0000	133231.0000	97584.0000	150599.0000	18340.0000	34345.0000	292512.0000	47511.0000	48359.0000	47856.0000	104873.0000		58386.0000	99090.0000	21487.0000	72265.0000	56944.0000	375930.0000	41105.0000		
URIDINE_1	89555.0000	114845.0000	86540.0000	158970.0000	34492.0000	24096.0000	257973.0000	40056.0000	34526.0000	48390.0000	87725.0000		59796.0000	86421.0000		117254.0000	69874.0000	293363.0000			
URIDINE_2	38885.0000	49245.0000	39043.0000	68372.0000			110697.0000	18401.0000			47210.0000		30318.0000	35802.0000		53876.0000	29624.0000	127621.0000			
UROCANATE	69563.0000	55227.0000		41629.0000	43506.0000	16103.0000	91236.0000	60226.0000	87346.0000	39446.0000		150052.0000		30109.0000	202742.0000	420130.0000	223417.0000	288955.0000	634910.0000	160055.0000	25161.0000
URSODIOL								20399.0000							19871.0000						
VALINE	1092770.0000	404076.0000	250097.0000	555580.0000	609261.0000	452734.0000	1056994.0000	263686.0000	585624.0000	781654.0000	705799.0000	59856.0000	266967.0000	667609.0000	292994.0000	682403.0000	440312.0000	4424516.0000	1357319.0000	206623.0000	218926.0000
VALINE_1	141525.0000	120219.0000	571849.0000	522559.0000	207711.0000	385278.0000	1233125.0000	296219.0000	416401.0000	552566.0000	446716.0000	58723.0000	377629.0000	787639.0000	117805.0000	301007.0000	77242.0000	481684.0000	704021.0000	190634.0000	262406.0000
VALINE (*)		112086.0000	140373.0000	190171.0000			166697.0000						210681.0000					516695.0000	140926.0000		
VALINE (*)_1	119179.0000	81888.0000	362720.0000	217342.0000	93917.0000	102447.0000	518468.0000	106868.0000	89304.0000	83932.0000	97386.0000	111431.0000	411086.0000	114418.0000	89837.0000	82410.0000	119966.0000	95560.0000	372658.0000	82440.0000	95558.0000
VITAMIN D2								25680.0000													
VITAMIN D3	66643.0000					22149.0000			43602.0000			32662.0000	28449.0000		19536.0000		18155.0000				25670.0000
VITAMIN D3_1																		49359.0000			
XANTHINE	54311.0000	56198.0000		91304.0000		37806.0000	182080.0000	31347.0000	25328.0000	43085.0000	64215.0000		48347.0000	57760.0000	96651.0000	69100.0000	35611.0000	2251483.0000	32193.0000		
XANTHOSINE																		60083.0000
1,2-DIPALMITOYL-SN-GLYCEROL			3946093										4044376		4094245	3486377		3793881		3957826	3869862
11-BETA-HYDROXYANDROST-4-ENE-3,17-DIONE	114762														80456						
11-BETA-HYDROXYANDROST-4-ENE-3,17-DIONE_2						158336			20936		85969	212865				29926					
2,6-DIHYDROXYPYRIDINE																		31684			
2`,4`-DIHYDROXYACETOPHENONE					70348	35314				25675	17045		14588		29362	72701	32564		28121	100332	164068
3,4-DIHYDROXYBENZOATE	34707			44231		21206	10180		33872		43248			34943			45990	30045		39029	
3,4-DIHYDROXYPHENYLACETATE																			35893		
3,5-DIIODO-L-THYRONINE				165343			193522				48873										
3,5-DIIODO-L-THYRONINE_2				367115																	
3,5-DIIODO-L-TYROSINE											64673	15409									
3,5-DIIODO-L-TYROSINE_2											17927										
3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE	27361																		53204		
CHOLESTA-5,7-DIEN-3BETA-OL			21280									26578									
CIS-7,10,13,16-DOCOSATETRAENOIC ACID													23970								
CYCLOHEXANE-1,3-DIONE	129694	144867	133968	44737	124619	125557	41597	90456	148441	151184	68398	81513	155306	83028	158949	59422	106793	70581	110502	141885	132368
CYCLOHEXANE-1,3-DIONE_2						29668							43893	18691							
LL-2,6-DIAMINOHEPTANEDIOATE																		43978			
N,N,N-TRIMETHYLLYSINE																		49442			
TRANS-CYCLOHEXANE-1,2-DIOL	188014	201163	255878		185355	116527		107096	439170	418498		109512	197957	296923	184081	166564	225540	165976	417200	233481	
MS_METABOLITE_DATA_END
#METABOLITES
METABOLITES_START
metabolite_name	moverz_quant	ri	ri_type	pubchem_id	inchi_key	kegg_id	other_id	other_id_type
10-HYDROXYDECANOATE				74300		C02774	747272	UM_Target_ID
10-HYDROXYDECANOATE_2				74300		C02774	747653	UM_Target_ID
10-HYDROXYDECANOATE_3				74300		C02774	747654	UM_Target_ID
11-BETA-HYDROXYANDROST-4-ENE-3,17-DIONE				94141		C05284	747471	UM_Target_ID
11-BETA-HYDROXYANDROST-4-ENE-3,17-DIONE_2				94141		C05284	747737	UM_Target_ID
1,2-DIPALMITOYL-SN-GLYCEROL				644078		CA1156	747436	UM_Target_ID
12-HYDROXY-DODECANOIC ACID				79034		C08317	747446	UM_Target_ID
[13C]-ARGININE						CA1719	660094	UM_Target_ID
[13C]-ASPARTIC ACID						CA1745	660120	UM_Target_ID
[13C]-GLUTAMATE						CA1731	660106	UM_Target_ID
[13C]-HISTIDINE						CA1736	660111	UM_Target_ID
[13C]-LEUCINE						CA1831	756133	UM_Target_ID
[13C]-LYSINE						CA1684	660059	UM_Target_ID
[13C]-METHIONINE						CA1790	660165	UM_Target_ID
[13C]-PHENYLALANINE						CA1855	660230	UM_Target_ID
[13C]-PROLINE						CA1754	660129	UM_Target_ID
[13C]-THREONINE						CA1727	660102	UM_Target_ID
[13C]-TYROSINE						CA1825	660200	UM_Target_ID
[13C]-VALINE						CA1779	660154	UM_Target_ID
17ALPHA-HYDROXYPROGESTERONE				6238		C01176	747727	UM_Target_ID
1-OLEOYL-RAC-GLYCEROL				5283468		CA1373	747482	UM_Target_ID
2`,4`-DIHYDROXYACETOPHENONE				6990		C03663	747328	UM_Target_ID
2,6-DIHYDROXYPYRIDINE				69371		C03056	747340	UM_Target_ID
2-DEOXY-D-GLUCOSE				439268		C00586	757987	UM_Target_ID
2-DEOXY-GLUCOSE / 6-DEOXY-GALACTOSE				439268		C00586	660113	UM_Target_ID
2`-DEOXYGUANOSINE				187790		C00330	746786	UM_Target_ID
2`-DEOXYGUANOSINE_2				187790		C00330	746787	UM_Target_ID
2-HYDROXYBUTYRIC ACID				11266		C05984	747634	UM_Target_ID
2-HYDROXYPHENYLACETIC ACID				11914		C01983	747271	UM_Target_ID
2-METHYLGLUTARIC ACID				12046		CA1107	747353	UM_Target_ID
2-METHYLMALEATE				643798		C02226	758007	UM_Target_ID
3-(2-HYDROXYPHENYL)PROPANOATE				873		C01198	747282	UM_Target_ID
3,4-DIHYDROXYBENZOATE				72		C00230	747268	UM_Target_ID
3,4-DIHYDROXYPHENYLACETATE				547		C01161	747339	UM_Target_ID
3,5-DIIODO-L-THYRONINE				123675		CE6369	747205	UM_Target_ID
3,5-DIIODO-L-THYRONINE_2				123675		CE6369	747621	UM_Target_ID
3,5-DIIODO-L-TYROSINE				9305		C01060	747235	UM_Target_ID
3,5-DIIODO-L-TYROSINE_2				9305		C01060	747633	UM_Target_ID
3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE						CA1235	747381	UM_Target_ID
3ALPHA-HYDROXY-5BETA-CHOLANATE				9903		C03990	747504	UM_Target_ID
3BETA-HYDROXY-5ALPHA-PREGNAN-20-ONE				92787		CA1234	747417	UM_Target_ID
3-(CYSTEIN-S-YL)ACETAMINOPHEN (*)				171264		K10359	761368	UM_Target_ID
3-HYDROXYANTHRANILATE				86		C00632	747275	UM_Target_ID
3-HYDROXYBENZYL ALCOHOL				102		C03351	747313	UM_Target_ID
3-METHYLADENINE				1673		C00913	747334	UM_Target_ID
3-SULFINO-L-ALANINE				439270		C00606	747077	UM_Target_ID
3-UREIDOPROPIONIC ACID				111		CA1202	746869	UM_Target_ID
4-AMINOBENZOATE				978		C00568	747347	UM_Target_ID
4-COUMARATE				637542		C00811	747419	UM_Target_ID
4-GUANIDINOBUTANOIC ACID				500		C01035	746891	UM_Target_ID
4-METHYL-2-OXOPENTANOATE				70		C00233	758009	UM_Target_ID
4-METHYL-2-OXOPENTANOATE_2				70		C00233	758010	UM_Target_ID
4-METHYLCATECHOL				9958		C06730	747390	UM_Target_ID
4-NITROCATECHOL				3505109		C02235	747284	UM_Target_ID
5-AMINOLEVULINIC ACID				137		C00430	747173	UM_Target_ID
5-HYDROXYINDOLE-3-ACETIC ACID				1826		C05635	747398	UM_Target_ID
5-HYDROXYPENTANOIC ACID				25945		C02804	758012	UM_Target_ID
5-OXO-PROLINE				7405		C01879	747524	UM_Target_ID
5-VALEROLACTONE				10953		C02240	758013	UM_Target_ID
ADENINE				190		C00147	747182	UM_Target_ID
ADENOSINE				60961		C00212	746912	UM_Target_ID
ALANINE				602		C01401	746927	UM_Target_ID
ALPHA-LIPOAMIDE				863		C00248	747274	UM_Target_ID
AMINOHYDROXYBUTANOIC ACID						CA1508	747797	UM_Target_ID
ANTHRANILATE				227		C00108	747411	UM_Target_ID
ARACHIDONOYLGLYCEROPHOSPHOCHOLINE (*)						C05208	758614	UM_Target_ID
ARG-VAL-TRP						CA1890	660265	UM_Target_ID
ASCORBATE				54670067		C00072	747588	UM_Target_ID
ASPARAGINE				236		C16438	746996	UM_Target_ID
ASPARTATE				424		C16433	746990	UM_Target_ID
AZELAIC ACID				2266		C08261	660253	UM_Target_ID
AZELAIC ACID_2				2266		C08261	747359	UM_Target_ID
BENZENEDICARBOXYLIC ACID						CA1518	747814	UM_Target_ID
BILIVERDIN				5280353		C00500	747256	UM_Target_ID
BILIVERDIN_2				5280353		C00500	747638	UM_Target_ID
BILIVERDIN_3				5280353		C00500	747639	UM_Target_ID
BIOTIN				171548		C00120	747395	UM_Target_ID
BIOTIN_2				171548		C00120	747710	UM_Target_ID
BIOTIN_3				171548		C00120	747711	UM_Target_ID
BIS(2-ETHYLHEXYL)PHTHALATE				8343		C03690	747443	UM_Target_ID
BIS(2-ETHYLHEXYL)PHTHALATE_2				8343		C03690	747444	UM_Target_ID
BIS(2-ETHYLHEXYL)PHTHALATE_3				8343		C03690	747445	UM_Target_ID
BOC-ALA (+NA)						CA1333	660259	UM_Target_ID
BOC-ALA-OH				85082		CA1333	747204	UM_Target_ID
BOC-ALA-OH_2				85082		CA1333	747619	UM_Target_ID
BOC-ASN				82035		C01410	747080	UM_Target_ID
BOC-ASP-OH				302432		CA1350	747245	UM_Target_ID
BOC-GLY-OH				78288		CA1201	747393	UM_Target_ID
BOC-HIS-OH				87308		CA1336	747216	UM_Target_ID
BOC-LYS-OH				7018769		CA1424	746934	UM_Target_ID
BOC-LYS-OH_2				7018769		CA1424	747581	UM_Target_ID
BOC-PHE-OH				77857		CA1334	747460	UM_Target_ID
BRADYKININ HYDROXY-PRO(3) (*)				439201		C00306	633062	UM_Target_ID
BUTYRYLCARNITINE (*)				213144		K07954	629847	UM_Target_ID
BUTYRYLCARNITINE (*)_2				213144		K07954	800862	UM_Target_ID
CAFFEINE				2519		C07481	747138	UM_Target_ID
C-GLYCOSYLTRYPTOPHAN (*)						K87470	727466	UM_Target_ID
C-GLYCOSYLTRYPTOPHAN (*)_2						K99914	739910	UM_Target_ID
CHOLESTA-5,7-DIEN-3BETA-OL				439423		C01164	747721	UM_Target_ID
CINNAMOYLGLYCINE  (*)				709625		K88537	728533	UM_Target_ID
CINNAMOYLGLYCINE (*)				709625		K10610	800883	UM_Target_ID
CIS-7,10,13,16-DOCOSATETRAENOIC ACID				5497181		CA1260	747437	UM_Target_ID
CITRAMALATE				1081		C00815	747643	UM_Target_ID
CITRATE				311		C00158	747595	UM_Target_ID
CITRULLINE				9750		C00327	747057	UM_Target_ID
CORTICOSTERONE				5753		C02140	747463	UM_Target_ID
CORTICOSTERONE_2				5753		C02140	747736	UM_Target_ID
CORTISOL				5754		C00735	747302	UM_Target_ID
CORTISOL_2				5754		C00735	747669	UM_Target_ID
CORTISOL 21-ACETATE				5744		C02821	747285	UM_Target_ID
CORTISOL 21-ACETATE_2				5744		C02821	747662	UM_Target_ID
CORTISOL 21-ACETATE_3				5744		C02821	747663	UM_Target_ID
CORTISONE				222786		C00762	747461	UM_Target_ID
CORTISONE_2				222786		C00762	747734	UM_Target_ID
COTININE (*)				408		K10998	762007	UM_Target_ID
CREATINE				586		C00300	746836	UM_Target_ID
CREATININE				588		C00791	747405	UM_Target_ID
CREATININE FROM COMPLEX				588		C00791	747520	UM_Target_ID
CYCLOHEX-1-ENECARBOXYLIC ACID				69470		C12101	747407	UM_Target_ID
CYCLOHEXANE-1,3-DIONE				10434		C01066	747344	UM_Target_ID
CYCLOHEXANE-1,3-DIONE_2				10434		C01066	747689	UM_Target_ID
CYSTINE				595		C01420	746960	UM_Target_ID
DECANOYLCARNITINE (*)				10245190		K10936	761945	UM_Target_ID
DEOXYCHOLATE				222528		C04483	747434	UM_Target_ID
DEOXYCHOLATE_2				222528		C04483	747435	UM_Target_ID
DEOXYCORTICOSTERONE				5952		C14554	747458	UM_Target_ID
DEOXYCORTICOSTERONE_2				5952		C14554	747731	UM_Target_ID
DEOXYRIBOSE				9828112		C01801	746894	UM_Target_ID
DEOXYURIDINE				13712		C00526	747069	UM_Target_ID
DEOXYURIDINE_2				13712		C00526	747189	UM_Target_ID
DETHIOBIOTIN				445027		C01909	747691	UM_Target_ID
DETHIOBIOTIN_2				445027		C01909	747692	UM_Target_ID
DIACYL-PHOSPHATIDYLCHOLINE						UP0012	728538	UM_Target_ID
DIETHYL 2-METHYL-3-OXOSUCCINATE				97750		C04067	747477	UM_Target_ID
DIHEXOSE						CA1495	747778	UM_Target_ID
DIHYDROXYBENZOIC ACID						CA1515	747810	UM_Target_ID
DI-LINOLEOYL-3-SN-PHOSPHATIDYLCHOLINE (POSSIBLY)						UP0002	737143	UM_Target_ID
DIMETHYLARGININE (*)				123831		C03626	623913	UM_Target_ID
DIMETHYLBENZIMIDAZOLE				675		C03114	747474	UM_Target_ID
DIMETHYL MALEATE						CA1310	747234	UM_Target_ID
DIMETHYL MALEATE_2						CA1310	747632	UM_Target_ID
DIMETHYLXANTHINE (*)				185974		CA1507	759375	UM_Target_ID
DIOLEOYLPHOSPHATIDYLCHOLINE				6437081		Z02138	660272	UM_Target_ID
DIPALMITOYLGLYCEROL (*)				644078		C00165	625666	UM_Target_ID
DI-TERT-BUTYL DICARBONATE				52911111		CA1253	747500	UM_Target_ID
DOCOSAHEXAENOIC ACID				445580		C06429	660269	UM_Target_ID
DOCOSAHEXAENOIC ACID_2				445580		C06429	747456	UM_Target_ID
DOCOSAHEXAENOYLGLYCEROPHOSPHOETHANOLAMINE (*)						K01455	742369	UM_Target_ID
DOPAMINE				681		C03758	747140	UM_Target_ID
EDTA				6049		C00284	747132	UM_Target_ID
EDTA (*)				6049		C00284	759699	UM_Target_ID
EDTA (*)_2				6049		C00284	800878	UM_Target_ID
EPINEPHRINE				5816		C00788	746892	UM_Target_ID
ERYTHRITOL				222285		C00503	746941	UM_Target_ID
ESTRADIOL 17 ALPHA				68570		C02537	747426	UM_Target_ID
ESTRONE				5870		C00468	660266	UM_Target_ID
ETHYL 3-INDOLE ACETATE						CA1213	747337	UM_Target_ID
ETHYL 4-OXOCYCLOHEXANECARBOXYLATE				317638		CA1342	747231	UM_Target_ID
ETHYL 4-OXOCYCLOHEXANECARBOXYLATE_2				317638		CA1342	747629	UM_Target_ID
ETHYLMALONIC ACID				11756		CA1366	747203	UM_Target_ID
FERULATE				445858		C01494	756120	UM_Target_ID
FERULATE_2				445858		C01494	756121	UM_Target_ID
GAMMA-GLUTAMYLPHENYLALANINE (*)				111299		K08879	630772	UM_Target_ID
GAMMA-GLUTAMYLTYROSINE (*)				94340		K14770	765784	UM_Target_ID
GLUTAMIC ACID				611		C00302	746962	UM_Target_ID
GLUTAMINE				738		C00303	746951	UM_Target_ID
GLUTAMINE_2				738		C00303	746953	UM_Target_ID
GLUTATHIONE				975		C00127	746943	UM_Target_ID
GLYCEROPHOSPHOCHOLINE (*)				71920		C00670	624369	UM_Target_ID
GLYCOCHOLATE				10140		C01921	747264	UM_Target_ID
GUANINE				764		C00242	747000	UM_Target_ID
GUANOSINE				6802		C00387	747049	UM_Target_ID
HEXITOL				5460044		CA1510	747804	UM_Target_ID
HEXOSE				206		C01381	747799	UM_Target_ID
HEXOSE (*)				18950		C00159	761331	UM_Target_ID
HEXURONIC ACID						CA1503	747790	UM_Target_ID
HIPPURATE				464		C01586	747283	UM_Target_ID
HIPPURATE_2				464		C01586	747661	UM_Target_ID
HISTIDINE				773		C00768	747149	UM_Target_ID
HISTIDINE (*)				6274		C00135	628573	UM_Target_ID
HOMOSERINE				12647		C00263	747002	UM_Target_ID
HOMOSTACHYDRINE (*)				441447		C08283	628636	UM_Target_ID
HOMOVANILLATE				1738		C05582	747377	UM_Target_ID
HYDROXYPHENYLACETIC / MANDELIC ACID				11914		CA1513	747808	UM_Target_ID
HYPOXANTHINE				790		C00262	747034	UM_Target_ID
HYPOXANTHINE_2				790		C00262	747602	UM_Target_ID
INDOLE-3-ACETALDEHYDE				800		C00637	747386	UM_Target_ID
INDOLE-3-ACETAMIDE				397		C02693	747335	UM_Target_ID
INDOLE-3-ACETIC ACID				802		C00954	747317	UM_Target_ID
INDOLE-3-ETHANOL				10685		C00955	747262	UM_Target_ID
INDOXYL				50591		C05658	746896	UM_Target_ID
INOSINE				6021		C00294	747021	UM_Target_ID
INOSINE_2				6021		C00294	747022	UM_Target_ID
ISOLEUCINE				791		C16434	756129	UM_Target_ID
ISOVALERYLCARNITINE (*)				6426851		K08149	630042	UM_Target_ID
KYNURENINE				846		C01718	747103	UM_Target_ID
LAUROYLCARNITINE				10427569		CA1406	746789	UM_Target_ID
LEUCINE				5255803		C16439	756130	UM_Target_ID
LEUCYLPHENYLALANINE (*)				6992310		K87920	727916	UM_Target_ID
LINOLEOYLGLYCEROPHOSPHOCHOLINE (*)				5280646		C04100	761291	UM_Target_ID
LINOLEOYLGLYCEROPHOSPHOCHOLINE (*)_2				5280646		C04100	800880	UM_Target_ID
LINOLEOYLGLYCEROPHOSPHOCHOLINE (*)_3				11988421		K02239	625476	UM_Target_ID
LL-2,6-DIAMINOHEPTANEDIOATE				1549100		C00666	747090	UM_Target_ID
LUMICHROME				5326566		C01727	747319	UM_Target_ID
LUMICHROME_2				5326566		C01727	747675	UM_Target_ID
LYSINE				866		C16440	747142	UM_Target_ID
MALATE				525		C00711	746986	UM_Target_ID
MELATONIN				896		C01598	747295	UM_Target_ID
MELATONIN_2				896		C01598	747664	UM_Target_ID
MELATONIN_3				896		C01598	747665	UM_Target_ID
METHIONINE				876		C01733	746972	UM_Target_ID
METHYL BETA-D-GALACTOSIDE				94214		C03619	746846	UM_Target_ID
METHYLGLUTAROYLCARNITINE (*)						K11239	762248	UM_Target_ID
METHYL INDOLE-3-ACETATE				74706		CA1231	747372	UM_Target_ID
